order_id,order_code,order_date,order_status,order_description,buyer_id,buyer_name,buyer_phone,buyer_address,buyer_email,buyer_discount_%,employee_id,employee_fio,employee_phone,employee_experience,employee_hire_date,position_name,position_salary_min,position_salary_max,item_id,product_id,product_name,product_price,product_stock,product_min_stock,quantity_ordered,price_at_order,line_total,category_name,category_description,supplier_name,supplier_address,supplier_phone,supplier_email,supplier_rating
219,ORD202424256,2024-02-08 17:37:00,Доставлен,Оргтехника,491,Голубева Галина Ивановна,+79374247321,'Москва,ул. Мира,д. 7,845,Лебедева Юлия Николаевна,+79777323816,10 лет,2015-06-03,Водитель-экспедитор,32000.00,48000.00,555,945,Увлажнитель воздуха Samsung,5276.43,62,15,10,94253.41,942534.1,Игрушки,Детские игрушки и развлечения,"Компания ""Восток-Запад""",'Екатеринбург,ул. Малышева,д. 33',+73432456789
220,ORD202594828,2025-04-11 01:59:00,Доставлен,Садовый инвентарь,223,Павлова Елена Павловна,+79985955645,'Самара,ул. Гагарина,д. 19,941,Семёнова Юлия Дмитриевна,+79111790983,1 год,2008-05-10,Кладовщик,28000.00,40000.00,556,429,Смеситель для ванны WD,9495.62,154,5,7,60475.05,423325.35,Фото и видео,'Фотоаппараты,"ООО ""МегаПоставка""",'Ростов-на-Дону,ул. Большая Садовая,д. 99',+78632901234
220,ORD202594828,2025-04-11 01:59:00,Доставлен,Садовый инвентарь,223,Павлова Елена Павловна,+79985955645,'Самара,ул. Гагарина,д. 19,941,Семёнова Юлия Дмитриевна,+79111790983,1 год,2008-05-10,Кладовщик,28000.00,40000.00,557,436,Сумка женская Reebok,4918.72,103,10,6,61684.86,370109.16,Зоотовары,'Корм,"ЗАО ""ПродТорг""",'Челябинск,пр. Ленина,д. 55',+73512789012
220,ORD202594828,2025-04-11 01:59:00,Доставлен,Садовый инвентарь,223,Павлова Елена Павловна,+79985955645,'Самара,ул. Гагарина,д. 19,941,Семёнова Юлия Дмитриевна,+79111790983,1 год,2008-05-10,Кладовщик,28000.00,40000.00,558,916,Сумка женская Nike,9729.70,9,15,16,69344.75,1109516.0,Зоотовары,'Корм,"ООО ""БизнесЛайн""",'Волгоград,пр. Ленина,д. 66',+78442123456
221,ORD202429341,2024-09-04 05:26:00,Подтвержден,Электроника,864,"АО ""СтройГрупп73""",+79603350695,'Пермь,ул. Молодёжная,д. 77,537,Соколов Сергей Михайлович,+79403049847,9 лет,2008-09-18,Менеджер по складу,38000.00,65000.00,559,46,УЗО Philips,7147.20,92,5,19,4152.17,78891.23,Аудиотехника,'Наушники,ИП Иванов А.С.,'Казань,ул. Баумана,д. 44',+78432567890
222,ORD202546812,2024-02-26 01:45:00,Отправлен,Аудиотехника,373,Попов Владимир Сергеевич,+79373417186,'Екатеринбург,пр. Ленина,д. 3,651,Новиков Сергей Николаевич,+79736381025,12 лет,2003-09-05,Кладовщик,28000.00,40000.00,560,881,Вентилятор напольный Beko,7869.96,41,10,15,62653.64,939804.6,Игрушки,Детские игрушки и развлечения,ИП Петров С.Н.,'Омск,ул. Маркса,д. 21',+73812890123
223,ORD202551391,2024-02-07 05:51:00,Доставлен,Климатическая техника,938,"ИП ""ЗетаЛогист73""",+79019370606,'Нижний Новгород,пр. Победы,д. 120,582,Богданов Роман Дмитриевич,+79212705514,15 лет,2020-10-28,Кладовщик,28000.00,40000.00,561,886,Камера видеонаблюдения Makita,8701.69,117,5,5,73156.66,365783.3,Умный дом,Устройства для автоматизации дома,"ООО ""НовыйПоставщик""",'Москва,ул. Новая,д. 1',+79991234567
223,ORD202551391,2024-02-07 05:51:00,Доставлен,Климатическая техника,938,"ИП ""ЗетаЛогист73""",+79019370606,'Нижний Новгород,пр. Победы,д. 120,582,Богданов Роман Дмитриевич,+79212705514,15 лет,2020-10-28,Кладовщик,28000.00,40000.00,562,833,Коврик для мыши Philips,748.16,61,30,8,21310.68,170485.44,Электроника,Электронные устройства и комплектующие,"ЗАО ""Партнер Групп""",'Пермь,ул. Комсомольский проспект,д. 45',+73422234567
224,ORD202486113,2025-07-10 05:08:00,Отправлен,Ювелирные изделия,186,Смирнова Екатерина Ивановна,+79838980915,'Омск,ул. Гагарина,д. 74,54,Волкова Виктория Александровна,+79852031520,10 лет,2018-01-31,Кладовщик,28000.00,40000.00,563,499,Шахматы деревянные Puma,4865.96,60,10,1,82852.95,82852.95,Офисная техника,'Принтеры,"ООО ""СтройМатериалы+""",'Краснодар,ул. Красная,д. 77',+78612678901
224,ORD202486113,2025-07-10 05:08:00,Отправлен,Ювелирные изделия,186,Смирнова Екатерина Ивановна,+79838980915,'Омск,ул. Гагарина,д. 74,54,Волкова Виктория Александровна,+79852031520,10 лет,2018-01-31,Кладовщик,28000.00,40000.00,564,315,Протеин HP 1кг,6422.89,76,5,13,81737.43,1062586.59,Сантехника,'Смесители,"Компания ""Восток-Запад""",'Екатеринбург,ул. Малышева,д. 33',+73432456789
224,ORD202486113,2025-07-10 05:08:00,Отправлен,Ювелирные изделия,186,Смирнова Екатерина Ивановна,+79838980915,'Омск,ул. Гагарина,д. 74,54,Волкова Виктория Александровна,+79852031520,10 лет,2018-01-31,Кладовщик,28000.00,40000.00,565,797,Флешка Acer 64GB,1190.77,177,3,5,84650.05,423250.25,Одежда и обувь,Текстильные изделия и обувь,ИП Петров С.Н.,'Омск,ул. Маркса,д. 21',+73812890123
224,ORD202486113,2025-07-10 05:08:00,Отправлен,Ювелирные изделия,186,Смирнова Екатерина Ивановна,+79838980915,'Омск,ул. Гагарина,д. 74,54,Волкова Виктория Александровна,+79852031520,10 лет,2018-01-31,Кладовщик,28000.00,40000.00,566,431,Пленка для ламинатора Canon,1242.06,66,20,16,12377.42,198038.72,Кухонная техника,'Микроволновки,"ЗАО ""ПродТорг""",'Челябинск,пр. Ленина,д. 55',+73512789012
225,ORD202581609,2025-11-01 03:29:00,В обработке,Гаджеты и аксессуары,733,"ИП ""ЭтаМаркет80""",+79598256240,'Челябинск,пр. Ленина,д. 128,572,Петров Максим Александрович,+79001109275,3 года,2007-05-14,Оператор 1С,35000.00,55000.00,567,617,HDD Acer 2TB,10377.58,46,5,15,19409.89,291148.35,Одежда и обувь,Текстильные изделия и обувь,"ЗАО ""Партнер Групп""",'Пермь,ул. Комсомольский проспект,д. 45',+73422234567
225,ORD202581609,2025-11-01 03:29:00,В обработке,Гаджеты и аксессуары,733,"ИП ""ЭтаМаркет80""",+79598256240,'Челябинск,пр. Ленина,д. 128,572,Петров Максим Александрович,+79001109275,3 года,2007-05-14,Оператор 1С,35000.00,55000.00,568,554,Шлем велосипедный Apple,4199.91,84,10,15,13937.64,209064.6,Напольные покрытия,'Ламинат,"ЗАО ""ПродТорг""",'Челябинск,пр. Ленина,д. 55',+73512789012
226,ORD202585204,2024-09-25 11:44:00,В обработке,Детские товары,856,Кузнецова Екатерина Андреевна,+79135548190,'Нижний Новгород,ул. Центральная,д. 95,752,Кузнецова Галина Павловна,+79743228767,7 лет,2002-09-25,Администратор,30000.00,50000.00,569,94,Футляр для очков Lenovo,794.98,54,10,14,34692.93,485701.02,Косметика и гигиена,Средства по уходу за собой,"ООО ""ГлобалТрейд""",'Новосибирск,ул. Красный проспект,д. 12',+73832345678
226,ORD202585204,2024-09-25 11:44:00,В обработке,Детские товары,856,Кузнецова Екатерина Андреевна,+79135548190,'Нижний Новгород,ул. Центральная,д. 95,752,Кузнецова Галина Павловна,+79743228767,7 лет,2002-09-25,Администратор,30000.00,50000.00,570,922,Набор приманок LG,1794.28,161,10,1,48078.47,48078.47,Лакокрасочные материалы,'Краски,"ООО ""НовыйПоставщик""",'Москва,ул. Новая,д. 1',+79991234567
226,ORD202585204,2024-09-25 11:44:00,В обработке,Детские товары,856,Кузнецова Екатерина Андреевна,+79135548190,'Нижний Новгород,ул. Центральная,д. 95,752,Кузнецова Галина Павловна,+79743228767,7 лет,2002-09-25,Администратор,30000.00,50000.00,571,173,Роутер Wi-Fi Stanley,6907.41,8,3,18,2874.99,51749.82,Бытовая техника,Техника для дома и кухни,"Компания ""Восток-Запад""",'Екатеринбург,ул. Малышева,д. 33',+73432456789
227,ORD202596199,2024-07-17 20:37:00,Отправлен,Автотовары,691,Петрова Юлия Владимировна,+79023018016,'Волгоград,ул. Молодёжная,д. 47,587,Богданов Дмитрий Иванович,+79859613268,7 лет,2020-10-11,Водитель-экспедитор,32000.00,48000.00,572,618,Гитара акустическая Beko,9160.70,192,10,16,63884.45,1022151.2,Крепёж и метизы,'Шурупы,"ООО ""МегаПоставка""",'Ростов-на-Дону,ул. Большая Садовая,д. 99',+78632901234
227,ORD202596199,2024-07-17 20:37:00,Отправлен,Автотовары,691,Петрова Юлия Владимировна,+79023018016,'Волгоград,ул. Молодёжная,д. 47,587,Богданов Дмитрий Иванович,+79859613268,7 лет,2020-10-11,Водитель-экспедитор,32000.00,48000.00,573,842,Шампунь DeWalt,522.71,154,20,10,89119.29,891192.9,Текстиль для дома,'Постельное бельё,,,,,
227,ORD202596199,2024-07-17 20:37:00,Отправлен,Автотовары,691,Петрова Юлия Владимировна,+79023018016,'Волгоград,ул. Молодёжная,д. 47,587,Богданов Дмитрий Иванович,+79859613268,7 лет,2020-10-11,Водитель-экспедитор,32000.00,48000.00,574,443,Обогреватель Nikon,11317.60,89,3,11,51391.37,565305.07,Игрушки,Детские игрушки и развлечения,"ООО ""ГлобалТрейд""",'Новосибирск,ул. Красный проспект,д. 12',+73832345678
228,ORD202526804,2025-08-15 23:55:00,Доставлен,Канцелярские товары,1,,,,,,200,Петрова Татьяна Алексеевна,+79047688954,8 лет,2020-08-31,Менеджер по складу,38000.00,65000.00,575,866,Велоперчатки Logitech,1159.23,24,5,18,37188.10,669385.8,Напольные покрытия,'Ламинат,"ООО ""СтройМатериалы+""",'Краснодар,ул. Красная,д. 77',+78612678901
228,ORD202526804,2025-08-15 23:55:00,Доставлен,Канцелярские товары,1,,,,,,200,Петрова Татьяна Алексеевна,+79047688954,8 лет,2020-08-31,Менеджер по складу,38000.00,65000.00,576,127,Лак паркетный Acer 2л,4099.45,86,5,5,67492.80,337464.0,Комплектующие ПК,'Процессоры,"Компания ""Альфа-Дистрибуция""",'Уфа,ул. Ленина,д. 11',+73472012345
228,ORD202526804,2025-08-15 23:55:00,Доставлен,Канцелярские товары,1,,,,,,200,Петрова Татьяна Алексеевна,+79047688954,8 лет,2020-08-31,Менеджер по складу,38000.00,65000.00,577,916,Сумка женская Nike,9729.70,9,15,15,85466.28,1281994.2,Зоотовары,'Корм,"ООО ""БизнесЛайн""",'Волгоград,пр. Ленина,д. 66',+78442123456
228,ORD202526804,2025-08-15 23:55:00,Доставлен,Канцелярские товары,1,,,,,,200,Петрова Татьяна Алексеевна,+79047688954,8 лет,2020-08-31,Менеджер по складу,38000.00,65000.00,578,155,Товар Туризм и отдых Canon модель,2129.71,87,10,4,49330.17,197320.68,Туризм и отдых,'Палатки,"ЗАО ""ПродТорг""",'Челябинск,пр. Ленина,д. 55',+73512789012
229,ORD202491882,2024-09-12 11:40:00,Отправлен,Игрушки,522,Сидорова Екатерина Владимировна,+79066763748,'Ростов-на-Дону,ул. Ленина,д. 121,839,Федорова Анна Николаевна,+79771685796,6 лет,2003-04-27,Водитель-экспедитор,32000.00,48000.00,579,530,Умная лампа Samsung,2562.55,128,20,11,2331.42,25645.62,Спортивные товары,Товары для спорта и активного отдыха,"ЗАО ""Партнер Групп""",'Пермь,ул. Комсомольский проспект,д. 45',+73422234567
229,ORD202491882,2024-09-12 11:40:00,Отправлен,Игрушки,522,Сидорова Екатерина Владимировна,+79066763748,'Ростов-на-Дону,ул. Ленина,д. 121,839,Федорова Анна Николаевна,+79771685796,6 лет,2003-04-27,Водитель-экспедитор,32000.00,48000.00,580,720,Шурупы Philips 4x50 (200шт),396.64,160,30,7,81638.63,571470.41,Хранение данных,'SSD,"ООО ""БизнесЛайн""",'Волгоград,пр. Ленина,д. 66',+78442123456
229,ORD202491882,2024-09-12 11:40:00,Отправлен,Игрушки,522,Сидорова Екатерина Владимировна,+79066763748,'Ростов-на-Дону,ул. Ленина,д. 121,839,Федорова Анна Николаевна,+79771685796,6 лет,2003-04-27,Водитель-экспедитор,32000.00,48000.00,581,941,Парогенератор DeWalt,13348.02,100,15,12,22458.18,269498.16,Инструменты,Ручные и электроинструменты,,,,,
230,ORD202523379,2025-05-09 00:56:00,Отправлен,Электроника,518,"АО ""ЛямбдаКорп63""",+79177976896,'Воронеж,ул. Центральная,д. 109,343,Богданов Артём Иванович,+79429207078,12 лет,2010-03-04,Кладовщик,28000.00,40000.00,582,39,Видеокарта Bosch RTX,50980.69,1,10,16,20941.16,335058.56,Продукты питания,Продовольственные товары,"ЗАО ""ПродТорг""",'Челябинск,пр. Ленина,д. 55',+73512789012
230,ORD202523379,2025-05-09 00:56:00,Отправлен,Электроника,518,"АО ""ЛямбдаКорп63""",+79177976896,'Воронеж,ул. Центральная,д. 109,343,Богданов Артём Иванович,+79429207078,12 лет,2010-03-04,Кладовщик,28000.00,40000.00,583,809,Ковёр WD 200x300,8073.16,138,10,12,83223.81,998685.72,Телефония,'Телефоны,"ООО ""ГлобалТрейд""",'Новосибирск,ул. Красный проспект,д. 12',+73832345678
231,ORD202580510,2025-10-09 12:13:00,Отменён,Туризм и отдых,348,Семёнов Виктор Павлович,+79576302632,'Санкт-Петербург,ул. Центральная,д. 5,177,Петров Максим Сергеевич,+79739066089,менее года,2007-04-06,Администратор,30000.00,50000.00,584,328,Настольная лампа DeWalt,2947.41,163,5,18,25975.93,467566.74,Сетевое оборудование,'Роутеры,"ООО ""МегаПоставка""",'Ростов-на-Дону,ул. Большая Садовая,д. 99',+78632901234
231,ORD202580510,2025-10-09 12:13:00,Отменён,Туризм и отдых,348,Семёнов Виктор Павлович,+79576302632,'Санкт-Петербург,ул. Центральная,д. 5,177,Петров Максим Сергеевич,+79739066089,менее года,2007-04-06,Администратор,30000.00,50000.00,585,400,Велозамок Acer,1261.58,107,3,9,24223.84,218014.56,Напольные покрытия,'Ламинат,"ООО ""СтройМатериалы+""",'Краснодар,ул. Красная,д. 77',+78612678901
231,ORD202580510,2025-10-09 12:13:00,Отменён,Туризм и отдых,348,Семёнов Виктор Павлович,+79576302632,'Санкт-Петербург,ул. Центральная,д. 5,177,Петров Максим Сергеевич,+79739066089,менее года,2007-04-06,Администратор,30000.00,50000.00,586,640,Товар Хобби и творчество Acer модель,11283.00,64,5,16,64512.14,1032194.24,Хобби и творчество,'Краски для рисования,"Компания ""Восток-Запад""",'Екатеринбург,ул. Малышева,д. 33',+73432456789
232,ORD202576300,2024-07-08 18:16:00,В обработке,Велотовары,942,Петров Алексей Михайлович,+79512646494,'Нижний Новгород,ул. Советская,д. 78,993,Виноградов Виктор Николаевич,+79043751906,1 год,2000-06-11,Менеджер по складу,38000.00,65000.00,587,90,Тостер Electrolux,3892.44,85,10,2,48514.93,97029.86,Автотовары,Товары для автомобилей,"ООО ""БизнесЛайн""",'Волгоград,пр. Ленина,д. 66',+78442123456
232,ORD202576300,2024-07-08 18:16:00,В обработке,Велотовары,942,Петров Алексей Михайлович,+79512646494,'Нижний Новгород,ул. Советская,д. 78,993,Виноградов Виктор Николаевич,+79043751906,1 год,2000-06-11,Менеджер по складу,38000.00,65000.00,588,814,Клавиатура механическая Acer,1932.93,193,10,1,6449.88,6449.88,Электроника,Электронные устройства и комплектующие,"ООО ""НовыйПоставщик""",'Москва,ул. Новая,д. 1',+79991234567
232,ORD202576300,2024-07-08 18:16:00,В обработке,Велотовары,942,Петров Алексей Михайлович,+79512646494,'Нижний Новгород,ул. Советская,д. 78,993,Виноградов Виктор Николаевич,+79043751906,1 год,2000-06-11,Менеджер по складу,38000.00,65000.00,589,371,Витамины ASUS,877.81,34,15,18,79565.16,1432172.88,Сантехника,'Смесители,"Компания ""Восток-Запад""",'Екатеринбург,ул. Малышева,д. 33',+73432456789
233,ORD202416704,2024-01-21 01:06:00,Отправлен,Туризм и отдых,594,"ЗАО ""ТехноТрейд78""",+79856897756,'Москва,ул. Мира,д. 38,945,Попов Иван Иванович,+79314696222,4 года,2022-01-29,Оператор 1С,35000.00,55000.00,590,388,Видеокарта Reebok RTX,37147.43,82,20,17,48242.09,820115.53,Продукты питания,Продовольственные товары,,,,,
233,ORD202416704,2024-01-21 01:06:00,Отправлен,Туризм и отдых,594,"ЗАО ""ТехноТрейд78""",+79856897756,'Москва,ул. Мира,д. 38,945,Попов Иван Иванович,+79314696222,4 года,2022-01-29,Оператор 1С,35000.00,55000.00,591,677,Камера видеонаблюдения Kingston,11201.75,32,15,16,7424.97,118799.52,Умный дом,Устройства для автоматизации дома,"ООО ""МегаПоставка""",'Ростов-на-Дону,ул. Большая Садовая,д. 99',+78632901234
233,ORD202416704,2024-01-21 01:06:00,Отправлен,Туризм и отдых,594,"ЗАО ""ТехноТрейд78""",+79856897756,'Москва,ул. Мира,д. 38,945,Попов Иван Иванович,+79314696222,4 года,2022-01-29,Оператор 1С,35000.00,55000.00,592,364,Колонка Bluetooth LG,9497.57,155,5,16,52027.83,832445.28,Канцелярия,Канцелярские товары и принадлежности,"ООО ""МегаПоставка""",'Ростов-на-Дону,ул. Большая Садовая,д. 99',+78632901234
234,ORD202589836,2025-05-01 12:45:00,Доставлен,Велотовары,891,Богданов Павел Иванович,+79368339925,'Волгоград,ул. Советская,д. 26,544,Голубева Наталья Андреевна,+79004585320,6 лет,2005-05-15,Менеджер по складу,38000.00,65000.00,593,918,Велосипед горный Samsung,22452.61,91,20,3,77878.88,233636.64,Напольные покрытия,'Ламинат,"ООО ""БизнесЛайн""",'Волгоград,пр. Ленина,д. 66',+78442123456
234,ORD202589836,2025-05-01 12:45:00,Доставлен,Велотовары,891,Богданов Павел Иванович,+79368339925,'Волгоград,ул. Советская,д. 26,544,Голубева Наталья Андреевна,+79004585320,6 лет,2005-05-15,Менеджер по складу,38000.00,65000.00,594,511,Рюкзак городской Nikon,6126.90,97,20,13,38645.12,502386.56,Зоотовары,'Корм,"ЗАО ""МетроОпт""",'Санкт-Петербург,пр. Невский,д. 88',+78123456789
234,ORD202589836,2025-05-01 12:45:00,Доставлен,Велотовары,891,Богданов Павел Иванович,+79368339925,'Волгоград,ул. Советская,д. 26,544,Голубева Наталья Андреевна,+79004585320,6 лет,2005-05-15,Менеджер по складу,38000.00,65000.00,595,537,Предтренировочный комплекс Canon,1644.96,147,10,12,11177.14,134125.68,Сантехника,'Смесители,"ЗАО ""МетроОпт""",'Санкт-Петербург,пр. Невский,д. 88',+78123456789
235,ORD202428275,2024-05-10 05:44:00,Отменён,Спортивные товары,616,Новикова Виктория Андреевна,+79537749490,'Екатеринбург,ул. Школьная,д. 132,212,Виноградов Павел Николаевич,+79465421758,11 лет,2017-05-13,Менеджер по складу,38000.00,65000.00,596,85,Смеситель для ванны TP-Link,5828.87,154,5,19,72852.50,1384197.5,Фото и видео,'Фотоаппараты,"ЗАО ""МетроОпт""",'Санкт-Петербург,пр. Невский,д. 88',+78123456789
235,ORD202428275,2024-05-10 05:44:00,Отменён,Спортивные товары,616,Новикова Виктория Андреевна,+79537749490,'Екатеринбург,ул. Школьная,д. 132,212,Виноградов Павел Николаевич,+79465421758,11 лет,2017-05-13,Менеджер по складу,38000.00,65000.00,597,647,Палатка туристическая Canon,13775.03,188,20,15,19000.58,285008.7,Электрика,'Розетки,"ООО ""ГлобалТрейд""",'Новосибирск,ул. Красный проспект,д. 12',+73832345678
236,ORD202465349,2024-10-02 07:50:00,Отменён,Игрушки,534,Козлова Галина Николаевна,+79202241464,'Екатеринбург,ул. Ленина,д. 98,638,Семёнова Ирина Владимировна,+79064047623,6 лет,2010-10-25,Администратор,30000.00,50000.00,598,509,Катушка рыболовная Huawei,3467.60,149,5,8,30655.00,245240.0,Лакокрасочные материалы,'Краски,"Компания ""Восток-Запад""",'Екатеринбург,ул. Малышева,д. 33',+73432456789
236,ORD202465349,2024-10-02 07:50:00,Отменён,Игрушки,534,Козлова Галина Николаевна,+79202241464,'Екатеринбург,ул. Ленина,д. 98,638,Семёнова Ирина Владимировна,+79064047623,6 лет,2010-10-25,Администратор,30000.00,50000.00,599,727,Видеокарта Canon RTX,116038.59,116,3,6,4453.28,26719.68,Продукты питания,Продовольственные товары,ИП Петров С.Н.,'Омск,ул. Маркса,д. 21',+73812890123
236,ORD202465349,2024-10-02 07:50:00,Отменён,Игрушки,534,Козлова Галина Николаевна,+79202241464,'Екатеринбург,ул. Ленина,д. 98,638,Семёнова Ирина Владимировна,+79064047623,6 лет,2010-10-25,Администратор,30000.00,50000.00,600,633,Кабель ВВГ Acer,2823.89,89,10,6,28229.60,169377.6,Аудиотехника,'Наушники,"ЗАО ""МетроОпт""",'Санкт-Петербург,пр. Невский,д. 88',+78123456789
236,ORD202465349,2024-10-02 07:50:00,Отменён,Игрушки,534,Козлова Галина Николаевна,+79202241464,'Екатеринбург,ул. Ленина,д. 98,638,Семёнова Ирина Владимировна,+79064047623,6 лет,2010-10-25,Администратор,30000.00,50000.00,601,731,Роутер Wi-Fi Apple,4613.27,191,10,9,46550.97,418958.73,Бытовая техника,Техника для дома и кухни,"ЗАО ""МетроОпт""",'Санкт-Петербург,пр. Невский,д. 88',+78123456789
237,ORD202421358,2025-05-30 18:04:00,Отменён,Игрушки,587,Соколов Виктор Иванович,+79963804075,'Ростов-на-Дону,пр. Ленина,д. 81,366,Кузнецов Михаил Сергеевич,+79609024130,10 лет,2021-07-19,Администратор,30000.00,50000.00,602,780,Ламинат LG 8мм,818.58,50,10,15,8825.98,132389.7,Телефония,'Телефоны,ИП Иванов А.С.,'Казань,ул. Баумана,д. 44',+78432567890
237,ORD202421358,2025-05-30 18:04:00,Отменён,Игрушки,587,Соколов Виктор Иванович,+79963804075,'Ростов-на-Дону,пр. Ленина,д. 81,366,Кузнецов Михаил Сергеевич,+79609024130,10 лет,2021-07-19,Администратор,30000.00,50000.00,603,815,Удочка телескопическая Kingston,4206.59,74,20,7,78372.46,548607.22,Лакокрасочные материалы,'Краски,"Компания ""Альфа-Дистрибуция""",'Уфа,ул. Ленина,д. 11',+73472012345
238,ORD202574591,2024-07-22 06:00:00,Отправлен,Инструменты,243,"АО ""ЛямбдаКорп19""",+79177437584,'Челябинск,пр. Победы,д. 125,591,Морозова Ирина Александровна,+79571384511,12 лет,2015-03-08,Администратор,30000.00,50000.00,604,404,Папка файловая Logitech,240.82,184,5,15,36165.45,542481.75,Уход за домом,'Пылесосы,,,,,
238,ORD202574591,2024-07-22 06:00:00,Отправлен,Инструменты,243,"АО ""ЛямбдаКорп19""",+79177437584,'Челябинск,пр. Победы,д. 125,591,Морозова Ирина Александровна,+79571384511,12 лет,2015-03-08,Администратор,30000.00,50000.00,605,282,Столовый набор Lenovo,5334.43,191,3,15,22540.48,338107.2,Садовый инвентарь,Товары для сада и огорода,ИП Иванов А.С.,'Казань,ул. Баумана,д. 44',+78432567890
238,ORD202574591,2024-07-22 06:00:00,Отправлен,Инструменты,243,"АО ""ЛямбдаКорп19""",+79177437584,'Челябинск,пр. Победы,д. 125,591,Морозова Ирина Александровна,+79571384511,12 лет,2015-03-08,Администратор,30000.00,50000.00,606,541,Грунтовка Samsung 5л,2974.37,114,15,16,12221.21,195539.36,Комплектующие ПК,'Процессоры,ИП Петров С.Н.,'Омск,ул. Маркса,д. 21',+73812890123
238,ORD202574591,2024-07-22 06:00:00,Отправлен,Инструменты,243,"АО ""ЛямбдаКорп19""",+79177437584,'Челябинск,пр. Победы,д. 125,591,Морозова Ирина Александровна,+79571384511,12 лет,2015-03-08,Администратор,30000.00,50000.00,607,453,Рюкзак туристический Lenovo 60л,8007.95,108,5,8,73335.00,586680.0,Электрика,'Розетки,"ООО ""ГлобалТрейд""",'Новосибирск,ул. Красный проспект,д. 12',+73832345678
239,ORD202553883,2025-06-19 09:02:00,Отменён,Оргтехника,156,Сидорова Екатерина Николаевна,+79188351320,'Москва,пр. Победы,д. 18,269,Голубева Людмила Андреевна,+79562628546,2 года,2011-03-10,,,,608,647,Палатка туристическая Canon,13775.03,188,20,20,21146.14,422922.8,Электрика,'Розетки,"ООО ""ГлобалТрейд""",'Новосибирск,ул. Красный проспект,д. 12',+73832345678
239,ORD202553883,2025-06-19 09:02:00,Отменён,Оргтехника,156,Сидорова Екатерина Николаевна,+79188351320,'Москва,пр. Победы,д. 18,269,Голубева Людмила Андреевна,+79562628546,2 года,2011-03-10,,,,609,333,BCAA Xiaomi,2172.35,118,20,15,45536.82,683052.3,Сантехника,'Смесители,"Компания ""Альфа-Дистрибуция""",'Уфа,ул. Ленина,д. 11',+73472012345
240,ORD202423869,2024-06-25 18:37:00,Доставлен,Канцелярские товары,854,Новиков Сергей Николаевич,+79212847769,'Новосибирск,ул. Мира,д. 73,843,Кузнецова Анна Павловна,+79076086796,5 лет,2022-12-21,Начальник отдела логистики,55000.00,90000.00,610,942,Линолеум Samsung 3м,2714.22,156,10,4,44615.57,178462.28,Телефония,'Телефоны,"ЗАО ""ПродТорг""",'Челябинск,пр. Ленина,д. 55',+73512789012
240,ORD202423869,2024-06-25 18:37:00,Доставлен,Канцелярские товары,854,Новиков Сергей Николаевич,+79212847769,'Новосибирск,ул. Мира,д. 73,843,Кузнецова Анна Павловна,+79076086796,5 лет,2022-12-21,Начальник отдела логистики,55000.00,90000.00,611,37,Утюг Kingston,5301.50,9,3,7,84431.36,591019.52,Инструменты,Ручные и электроинструменты,"ЗАО ""МетроОпт""",'Санкт-Петербург,пр. Невский,д. 88',+78123456789
241,ORD202568743,2025-08-15 04:13:00,Подтвержден,Канцелярские товары,703,"АО ""СтройГрупп78""",+79863911451,'Челябинск,ул. Молодёжная,д. 126,568,Кузнецова Ирина Павловна,+79555463386,2 года,2016-02-03,Кладовщик,28000.00,40000.00,612,355,Фотоаппарат зеркальный Sony,28161.21,44,15,11,59095.88,650054.68,Мебель,Офисная и домашняя мебель,,,,,
241,ORD202568743,2025-08-15 04:13:00,Подтвержден,Канцелярские товары,703,"АО ""СтройГрупп78""",+79863911451,'Челябинск,ул. Молодёжная,д. 126,568,Кузнецова Ирина Павловна,+79555463386,2 года,2016-02-03,Кладовщик,28000.00,40000.00,613,585,Кофемашина TP-Link,9765.79,44,10,12,38617.86,463414.32,Автотовары,Товары для автомобилей,,,,,
241,ORD202568743,2025-08-15 04:13:00,Подтвержден,Канцелярские товары,703,"АО ""СтройГрупп78""",+79863911451,'Челябинск,ул. Молодёжная,д. 126,568,Кузнецова Ирина Павловна,+79555463386,2 года,2016-02-03,Кладовщик,28000.00,40000.00,614,30,Подгузники Sony S (80шт),1450.70,125,15,3,24685.75,74057.25,Медицинские товары,'Термометры,"ООО ""ГлобалТрейд""",'Новосибирск,ул. Красный проспект,д. 12',+73832345678
242,ORD202485952,2025-05-02 19:19:00,Доставлен,Туризм и отдых,386,Виноградова Наталья Николаевна,+79449168181,'Самара,ул. Центральная,д. 2,673,Попов Сергей Андреевич,+79328746810,15 лет,2021-07-06,Менеджер по складу,38000.00,65000.00,615,41,Набор приманок HP,1318.21,195,10,18,83930.69,1510752.42,Лакокрасочные материалы,'Краски,ИП Иванов А.С.,'Казань,ул. Баумана,д. 44',+78432567890
242,ORD202485952,2025-05-02 19:19:00,Доставлен,Туризм и отдых,386,Виноградова Наталья Николаевна,+79449168181,'Самара,ул. Центральная,д. 2,673,Попов Сергей Андреевич,+79328746810,15 лет,2021-07-06,Менеджер по складу,38000.00,65000.00,616,139,Датчик движения Adidas,2507.47,157,30,19,54761.84,1040474.96,Спортивные товары,Товары для спорта и активного отдыха,"ООО ""СтройМатериалы+""",'Краснодар,ул. Красная,д. 77',+78612678901
